TransactionNo,TotalQuantity,TotalMoney
538507,559,711.73
538508,466,1518.4600000000003
538509,68,289.65
538510,78,511.09999999999997
538511,118,204.26999999999998
538512,59,141.95
538513,86,327.48
538514,309,877.7400000000001
538515,564,177.70000000000005
538516,48,14.61
538517,161,698.3100000000002
538518,511,1743.35
538519,6,81.34
538520,4,53.349999999999994
538499,35,44.79
538354,1040,1080.5
538177,1304,8135.41
538349,1502,9168.64
538351,2229,2250.09
538172,212,134.97
538174,1075,625.5200000000001
538176,152,53.19
538178,82,79.56
538179,6,13.27
538180,178,132.47
538181,58,106.44999999999999
538182,40,134.86999999999998
538183,279,435.79999999999995
538184,314,332.06999999999994
538185,90,84.78
538186,77,159.7
538187,68,149.89
538188,1,13.27
538190,56,134.92
538191,1559,216.76999999999998
538192,20,17.17
538193,10,17.17
538194,1,11.22
538195,50,34.34
538196,410,189.29000000000005
538197,55,269.99
538198,659,1078.44
538199,110,368.16
538200,57,206.2
538201,87,528.85
538202,187,304.58
538203,116,102.63
538204,396,46.32
538205,271,750.5700000000002
538206,44,248.04
538207,260,700.3099999999998
538208,34,353.74
538209,104,527.54
538210,302,428.85
538211,60,120.88
538216,40,94.25
538240,124,93.84
538248,73,476.23
538250,59,429.94
538252,60,127.54
538255,376,746.7599999999999
538260,105,217.93
538263,132,184.3
538268,52,96.87
538279,472,102.57000000000001
538280,418,128.02
538283,7,48.46
538288,2,11.22
538296,178,233.85999999999999
538306,30,17.17
538307,81,562.2099999999999
538308,268,196.76
538309,55,42.019999999999996
538310,20,23.369999999999997
538311,129,137.55999999999997
538312,177,549.89
538313,322,519.8499999999999
538327,226,284.0
538342,47,11.12
538343,170,204.33999999999997
538345,56,89.52000000000001
538346,387,456.71
538347,83,457.73
538352,43,30.14
538353,2420,459.04
538355,2,15.32
538356,712,286.23999999999995
538358,6,77.60999999999999
538361,59,345.64
538363,65,257.96999999999997
538364,44,213.73999999999998
538094,85,198.66
538171,194,835.88
538095,67,542.17
538154,31,324.52000000000004
538071,1640,9580.33
538148,221,1961.33
538149,238,2107.14
538153,351,2033.2099999999998
537879,56,117.91999999999999
537880,172,210.57
537881,238,190.85000000000002
537882,45,57.800000000000004
537883,60,56.629999999999995
537884,111,95.18
537885,69,253.74
537886,110,130.88
537887,532,140.52999999999997
537888,440,434.97999999999996
537889,260,356.34000000000003
537890,36,78.6
537891,36,64.93
537892,84,120.6
537894,225,166.81
537895,92,72.03999999999999
537896,157,182.07000000000002
537897,106,160.28
537898,87,275.56000000000006
537899,1488,12.86
537900,231,293.56
537901,68,49.97
537915,117,162.82999999999998
537955,89,629.69
537963,148,175.89
537967,8,34.739999999999995
537981,2154,44.51
537995,82,144.56
538000,17,34.28
538002,79,277.38
538003,446,271.56000000000006
538005,120,48.89
538006,64,25.72
538007,92,144.88
538008,552,494.59999999999997
538009,287,501.84999999999997
538010,40,77.00999999999999
538011,184,404.66999999999996
538012,48,442.5999999999999
538013,95,161.86
538014,150,195.73999999999998
538015,131,274.95
538032,58,138.87
538035,231,857.99
538037,60,64.99000000000001
538040,217,716.49
538044,16,29.450000000000003
538048,52,26.14
538049,8,64.51
538050,2,18.4
538051,154,353.83000000000004
538053,675,391.44999999999993
538056,118,323.88
538057,210,133.99
538060,3,12.25
538064,78,282.07
538065,208,295.46
538067,66,347.34999999999997
538068,499,152.05
538069,239,825.5800000000002
538070,24,82.61
538073,16,113.67999999999999
538076,141,193.15000000000003
538077,394,617.5899999999999
538078,173,396.88
538079,190,228.58
538080,110,122.27
538086,203,491.11
538087,16,56.36
538093,327,351.5600000000001
538096,3,34.559999999999995
538097,196,204.35
538101,78,13.27
538104,129,328.05
538106,57,164.02
538107,80,115.03999999999999
538108,222,200.49999999999997
538113,95,224.55
538116,240,230.14999999999998
538117,36,35.88
538120,150,22.73
538125,16,25.619999999999997
538126,78,185.36
538127,2,28.18
538145,117,357.47999999999996
538146,168,311.25
538151,92,76.47000000000001
538155,68,441.21999999999997
538156,202,506.8399999999999
538157,57,154.54
538163,116,619.1400000000002
538165,154,35.120000000000005
538166,48,244.17
538167,125,316.34999999999997
538168,167,378.11999999999995
538169,33,173.40999999999997
538170,133,328.5
538063,96,30.69
537859,96,684.4500000000002
537765,81,562.3600000000001
537823,1483,8642.2
537667,128,12.86
537668,20,25.67
537669,105,106.64999999999999
537670,151,145.08
537671,145,208.57999999999998
537672,182,280.0
537673,132,84.45
537674,250,223.29000000000002
537675,12,10.68
537676,214,104.35
537678,133,124.11
537679,24,58.69
537680,173,156.27
537681,175,90.50999999999999
537682,72,46.94
537683,240,243.35
537685,171,225.41000000000003
537686,148,23.47
537688,270,246.79
537689,288,208.26
537690,220,194.32000000000005
537691,163,272.28000000000003
537692,434,602.5300000000001
537693,120,125.76
537694,63,184.07
537698,452,52.45
537700,68,44.129999999999995
537707,176,181.34
537738,144,211.34999999999997
537743,65,125.09
537751,16,27.880000000000003
537754,53,305.04999999999995
537755,198,119.53
537757,86,112.72999999999999
537758,118,120.67000000000002
537759,108,153.25
537760,106,59.16
537761,12,11.94
537762,275,351.42999999999995
537764,62,568.7600000000001
537766,288,50.269999999999996
537768,20,18.38
537769,92,667.74
537770,176,186.49000000000004
537771,204,122.45
537772,172,872.2800000000001
537773,146,856.45
537774,196,47.05
537775,525,619.8900000000001
537780,51,73.99000000000001
537781,291,1978.23
537789,214,194.06000000000006
537792,70,262.95000000000005
537793,1655,237.23
537794,189,823.22
537795,92,219.17000000000002
537796,248,91.33999999999999
537799,55,155.57
537800,63,97.33
537801,43,116.38
537802,190,459.23999999999995
537803,10,38.84
537804,92,119.37
537806,105,135.32999999999998
537808,145,217.16
537809,26,133.24
537810,3,18.4
537811,74,27.810000000000002
537813,116,94.39999999999999
537815,158,182.71
537816,29,52.019999999999996
537817,76,94.44
537818,418,701.25
537819,286,216.41
537822,365,411.4
537825,118,363.78
537826,104,272.36
537827,30,12.4
537828,331,369.06999999999994
537829,260,249.29
537830,67,201.86
537831,39,146.83
537833,200,13.27
537836,144,10.99
537837,303,177.84
537839,9,105.43999999999998
537840,103,197.55999999999997
537841,1000,10.58
537842,75,199.36
537843,59,150.26
537844,94,530.93
537845,12,65.39000000000001
537846,130,62.86999999999999
537847,64,93.25999999999999
537848,144,11.53
537849,60,11.53
537850,316,232.63
537851,264,82.97
537852,1665,1107.2899999999997
537854,120,57.96
537855,95,450.12999999999994
537858,15,131.44
537861,47,87.32000000000001
537862,71,88.78
537863,1,16.35
537864,238,152.38000000000002
537865,125,284.59999999999997
537866,274,132.31
537867,75,226.16000000000003
537868,1730,898.0099999999999
537871,123,310.80999999999995
537791,12,47.04
537767,32,21.47
537659,3689,214.11
537653,84,536.6199999999999
537638,1444,8780.519999999999
537641,137,1387.4799999999998
537642,255,2177.21
537643,267,2083.19
537645,251,1886.74
537666,1143,7876.0599999999995
537446,201,393.25
537447,54,95.37
537448,6,17.02
537456,780,25.77
537457,914,247.78000000000003
537458,101,179.85999999999999
537459,112,138.44
537460,128,12.86
537461,120,14.61
537462,89,131.51
537463,581,503.43999999999994
537464,234,383.4999999999999
537465,218,261.88
537467,51,228.8
537468,164,233.4
537469,24,14.61
537470,21,88.65
537471,3,16.35
537472,126,69.72999999999999
537476,550,30.27
537484,680,410.28
537489,396,247.06999999999996
537509,288,24.3
537523,61,126.83
537534,114,579.13
537538,131,173.72999999999996
537567,125,393.03
537592,268,58.43000000000001
537593,300,131.13
537594,150,258.53
537595,44,322.8
537598,80,204.20999999999998
537601,62,120.00999999999999
537603,213,186.85000000000002
537604,516,619.3400000000001
537605,52,159.75
537606,279,413.99
537607,74,186.64
537608,235,622.0800000000002
537609,236,163.16
537612,122,131.48
537614,137,355.29999999999995
537615,20,86.86999999999999
537616,2,18.4
537617,76,103.27
537618,956,202.93
537619,136,85.32
537620,54,74.76
537621,10,24.52
537622,112,281.85
537623,199,594.1000000000001
537624,171,773.9500000000002
537625,36,81.59
537626,319,409.54999999999995
537627,476,141.39000000000001
537628,189,219.84
537629,191,251.39999999999998
537631,12,11.74
537633,5,76.76
537634,62,262.11
537635,30,24.799999999999997
537636,32,54.78
537637,4,57.099999999999994
537640,2201,2359.6299999999997
537646,133,1112.96
537648,271,252.23
537649,36,108.7
537650,124,163.77
537654,46,268.03000000000003
537655,57,107.19
537657,2790,87.77
537658,120,40.39
537664,24,12.25
537665,101,101.64
537599,2,20.45
537237,1607,8935.980000000001
537240,1807,8575.91
537434,1867,10154.96
537226,86,116.0
537227,700,247.28
537228,12,12.4
537229,12,11.74
537230,1,13.27
537231,112,256.5
537233,148,122.13
537235,1464,64.2
537236,91,157.31
537238,88,190.51000000000002
537239,67,195.23
537440,67,253.92000000000002
537241,172,191.22000000000003
537242,282,367.7799999999999
537243,24,24.8
537244,349,120.17000000000002
537245,48,35.15
537246,52,61.959999999999994
537247,192,34.45
537248,39,46.59
537249,20,11.94
537250,88,164.32
537251,103,252.65000000000003
537252,31,11.12
537253,178,300.51
537254,210,772.5500000000001
537255,163,256.5
537256,796,140.25
537257,58,128.17000000000002
537258,92,111.83
537262,266,766.04
537265,242,636.7300000000001
537298,54,128.37
537301,72,192.17000000000002
537312,254,113.22999999999999
537313,21,86.65
537332,120,183.96999999999997
537334,146,655.1100000000002
537335,32,303.71999999999997
537346,503,439.93999999999994
537350,350,155.42999999999998
537351,98,401.86
537354,85,381.9900000000001
537359,72,136.42000000000002
537360,72,11.34
537362,530,754.03
537365,201,236.05999999999997
537366,106,158.34000000000003
537367,12,12.4
537368,134,197.86999999999998
537369,104,734.21
537370,168,688.2400000000001
537371,119,183.5
537372,73,282.60999999999996
537374,275,1083.0900000000001
537375,223,609.4100000000001
537376,278,197.07999999999998
537377,104,162.11
537378,475,251.52
537380,48,24.8
537381,372,317.65999999999997
537382,197,723.33
537384,56,62.870000000000005
537385,37,172.84
537386,3,17.37
537387,84,211.02999999999997
537388,210,173.76
537389,60,251.57000000000002
537390,40,106.75999999999999
537391,257,628.32
537392,75,250.39
537393,972,463.82000000000005
537394,54,60.37
537395,80,651.2800000000002
537396,63,418.54
537397,164,120.63000000000001
537399,204,782.8800000000001
537400,261,648.6000000000001
537403,21,128.58
537404,38,142.44
537405,132,670.2100000000003
537407,34,107.82
537409,247,209.7
537410,72,12.4
537411,4,39.160000000000004
537412,96,12.15
537415,63,144.83
537418,66,469.5199999999999
537419,209,180.43
537420,184,257.83
537421,131,654.6900000000002
537422,144,417.46999999999997
537423,104,74.50999999999999
537424,57,40.12
537428,210,312.5499999999999
537429,119,231.15
537433,146,53.540000000000006
537435,80,170.96999999999997
537441,256,571.8900000000001
537442,2,25.7
537224,700,2264.8
537065,602,893.4200000000002
537037,92,147.37
537038,125,115.86999999999999
537040,192,33.21
537041,52,349.3999999999999
537042,82,717.6
537044,93,312.97999999999996
537045,46,465.9599999999999
537046,55,213.59
537047,181,466.93
537048,2,26.54
537049,97,199.59
537050,437,596.44
537051,158,597.0400000000001
537052,232,71.62
537053,124,45.1
537054,82,484.95000000000005
537055,105,188.30999999999997
537057,129,627.7700000000001
537058,197,164.57000000000002
537059,59,309.94999999999993
537067,8,84.4
537077,151,312.07
537081,430,315.28999999999996
537086,168,105.03999999999999
537090,12,11.53
537111,84,279.9
537117,48,14.61
537126,212,1504.8300000000004
537127,160,25.72
537128,135,300.83
537129,232,223.64
537130,28,276.73
537131,435,486.81999999999994
537133,73,731.75
537134,107,115.07000000000001
537135,471,1376.47
537136,152,465.45000000000005
537137,356,754.59
537138,204,408.84
537139,25,45.56
537140,52,439.4899999999999
537141,165,625.33
537142,16,193.19
537144,211,1297.47
537153,413,568.99
537154,355,840.5799999999999
537155,66,388.38
537156,87,299.01
537158,86,124.57000000000002
537159,60,440.64
537160,128,342.26000000000005
537163,276,246.88
537176,70,264.27
537179,284,179.07000000000002
537192,105,725.4300000000001
537193,232,512.73
537194,80,13.72
537195,310,441.02
537196,159,1142.9499999999998
537197,77,248.45
537198,10,17.17
537199,114,450.15
537200,47,376.4799999999999
537201,966,860.9300000000001
537202,112,649.86
537204,293,354.90999999999997
537205,116,131.70999999999998
537206,25,57.339999999999996
537207,40,343.32
537208,145,864.74
537209,83,552.9399999999999
537210,101,193.57999999999998
537211,145,200.64999999999998
537212,295,342.84999999999997
537213,7,69.49
537214,2048,152.3
537215,108,93.4
537216,240,251.87
537217,16,83.84
537218,196,193.7
537219,252,921.9500000000002
537220,1,13.68
537221,14,98.43
537222,57,332.97999999999996
537223,46,134.52
537225,315,845.0200000000001
536847,222,103.41
536848,280,30.769999999999996
536849,106,42.269999999999996
536851,360,264.5
536852,106,66.43
536856,343,548.73
536857,54,238.01999999999998
536858,108,67.08
536859,186,313.37
536860,108,142.94
536861,76,124.25999999999999
536862,148,1418.16
536863,80,536.7
536864,65,815.7499999999998
536865,313,2318.36
536866,1,18.93
536874,92,895.6400000000001
536876,1640,8812.150000000001
536883,13,10.68
536884,5,55.199999999999996
536885,200,147.69000000000003
536890,1548,32.65
536920,58,116.29
536938,464,166.20999999999998
536943,170,341.87999999999994
536944,400,29.65
536945,179,872.12
536946,363,389.69999999999993
536947,439,502.23999999999995
536954,100,14.61
536956,93,222.91
536957,234,183.09
536960,125,180.08
536967,30,6.13
536968,168,27.68
536969,192,13.07
536971,140,101.47
536972,35,243.63000000000005
536973,356,429.1499999999999
536974,121,175.75
536975,827,1038.01
536976,76,227.12
536977,60,181.35999999999999
536980,239,152.94
536981,37,317.7199999999999
536982,1834,2273.6499999999996
536983,59,111.34
536984,136,407.23999999999995
536985,42,218.26000000000002
536986,104,84.00999999999999
536987,124,692.8000000000001
536988,100,512.77
536989,25,309.58
536990,64,54.239999999999995
536991,32,88.97999999999999
536992,36,12.86
536993,39,440.52000000000004
536994,18,56.010000000000005
537022,162,308.04
537023,64,339.07
537025,48,189.75
537026,526,126.51
537030,142,158.45000000000002
537031,108,69.17999999999999
537034,1338,899.1700000000001
537035,8,11.74
537036,75,412.49999999999994
536970,120,21.47
536835,1,660.62
536676,54,217.65
536598,76,48.79
536599,80,94.44
536600,56,203.5
536601,12,24.3
536602,64,159.34
536603,12,24.3
536604,114,108.8
536605,107,204.77000000000004
536607,93,263.56
536608,30,35.51
536609,88,215.04000000000002
536610,12,24.3
536611,153,170.54
536612,82,196.95
536613,197,205.0
536614,12,24.3
536615,108,192.69999999999996
536616,72,13.72
536617,644,136.8
536618,600,246.10000000000002
536619,48,25.83
536620,741,265.44
536621,298,120.46000000000001
536623,666,576.55
536624,228,303.28999999999996
536626,6,12.4
536627,64,246.72
536628,86,215.04000000000002
536629,12,24.3
536630,88,215.04000000000002
536631,12,24.3
536632,170,267.78
536633,105,230.94000000000003
536634,159,166.87
536635,246,265.37
536636,36,13.27
536637,165,819.7100000000002
536638,619,815.7500000000001
536639,106,230.4
536640,11,159.73
536641,1,14.61
536643,74,336.43
536663,156,72.81
536667,214,216.14
536670,40,11.74
536671,132,56.82999999999999
536672,40,58.00999999999999
536673,504,88.05999999999999
536674,122,275.84000000000003
536681,46,170.68
536685,108,261.93
536688,12,24.3
536690,92,261.93
536693,12,24.3
536698,144,206.99
536707,41,235.73999999999995
536732,274,318.51
536733,255,169.99000000000004
536735,128,11.94
536736,1296,55.5
536738,42,115.94
536739,31,229.38999999999996
536740,67,90.1
536741,130,179.91
536742,103,642.71
536743,195,486.48999999999995
536744,137,161.22
536745,126,137.65
536746,92,204.47999999999996
536747,75,141.86
536748,26,85.07000000000001
536749,106,901.44
536750,112,277.25
536751,12,24.3
536752,98,277.25
536753,12,24.3
536754,142,577.52
536755,15,209.33
536756,23,259.97999999999996
536759,113,261.51
536761,36,104.44000000000001
536762,231,238.96
536763,331,142.10999999999999
536769,375,374.9000000000001
536771,66,86.2
536777,97,48.470000000000006
536778,125,183.18000000000004
536780,4,54.11
536781,24,12.4
536782,244,373.88
536783,2909,457.71
536784,1330,303.62
536785,1008,79.55
536786,144,26.14
536787,76,170.41000000000003
536788,60,11.53
536789,12,24.3
