,TransactionNo,TotalQuantity,TotalMoney
17372,542230,54,106.28
17373,542233,211,179.32999999999998
17374,542235,156,44.17
17375,542236,100,544.3299999999999
17376,542237,315,372.21
17377,542238,225,320.61999999999995
17378,542239,56,371.69
17379,542241,135,612.19
17380,542242,82,106.33
17381,542243,72,205.42
17382,542247,115,208.88
17383,542253,3,11.22
17384,542254,133,164.19
17385,542258,58,265.75
17386,542265,53,313.12999999999994
17387,542266,173,401.43
17388,542267,2,15.32
17389,542234,1,20.45
17391,542122,316,906.92
17392,541990,64,239.07
17393,541999,403,2412.13
17394,542115,112,1145.41
17395,542109,461,1348.48
17396,541993,92,834.6
17397,542093,196,251.74
17398,541988,440,52.28
17399,541989,186,299.23
17400,541991,106,231.11
17401,541992,296,23.28
17402,541995,135,238.24
17403,541996,188,220.41
17404,541997,243,319.88000000000005
17405,541998,600,53.31999999999999
17406,542000,424,448.2600000000001
17408,542002,450,145.45
17409,542003,602,318.7
17410,542004,72,49.3
17411,542005,253,108.76
17412,542006,296,367.11
17413,542025,76,81.39
17414,542026,69,133.08
17415,542057,62,466.44000000000005
17417,542059,81,81.51
17418,542065,14,195.67
17419,542079,52,41.25
17420,542080,603,595.26
17421,542081,10,24.14
17422,542083,355,140.78
17423,542084,470,220.95
17424,542085,153,358.3999999999999
17425,542087,316,304.35
17426,542090,159,258.72
17427,542096,141,289.65
17428,542098,86,107.51
17429,542100,159,515.2
17430,542103,575,661.8700000000001
17431,542105,162,457.27
17432,542106,314,155.44
17433,542107,365,1845.03
17434,542108,42,87.32
17435,542110,136,220.44
17436,542111,170,199.86
17437,542112,365,1012.78
17438,542113,33,96.48
17439,542114,97,356.63
17440,542121,93,435.24
17441,542123,104,127.65
17442,542124,102,107.02
17443,542125,110,156.53
17444,542126,461,63.93000000000001
17445,542128,221,183.08000000000004
17446,542129,73,91.99
17447,542130,66,138.73999999999998
17448,542131,327,137.75
17449,542133,78,89.7
17450,542134,40,51.09
17451,542135,7,73.68
17452,542136,2,10.68
17453,542137,14,35.92
17454,542127,1,23.32
17455,542099,10,20.45
17456,541985,82,415.4199999999999
17457,541870,128,1265.79
17458,541871,226,1573.2499999999995
17459,541878,86,736.1799999999997
17460,541971,198,1831.41
17461,541869,286,1323.5499999999995
17462,541969,329,2252.95
17463,541963,33,178.48999999999998
17464,541979,46,241.06
17465,541986,189,287.15
17466,541865,100,5.97
17467,541866,223,337.89
17468,541867,109,59.42
17469,541872,219,595.83
17470,541873,36,132.23
17471,541874,528,137.54000000000002
17472,541875,272,221.23
17473,541876,38,86.92
17474,541877,245,250.52
17475,541879,41,437.48
17476,541880,546,141.22
17477,541881,45,52.75
17478,541883,558,248.91
17479,541884,114,76.96
17480,541886,181,362.43
17481,541903,12,18.09
17482,541916,102,117.98
17483,541919,318,268.30999999999995
17484,541932,526,540.54
17485,541946,151,257.42
17486,541947,208,210.32
17487,541948,128,213.44
17488,541949,177,230.95
17489,541950,182,261.97
17490,541960,132,48.58
17491,541962,45,112.99
17493,541966,142,101.65
17494,541968,139,212.65000000000003
17496,541972,325,351.14
17497,541973,445,150.86
17498,541974,78,314.87
17500,541976,38,72.82000000000001
17501,541977,170,212.46
17502,541978,9,56.02
17503,541980,103,120.66
17504,541981,84,113.31
17505,541982,4,39.49
17506,541984,102,99.08
17507,541987,258,877.3199999999999
17508,541843,572,864.1400000000002
17509,541850,99,560.26
17510,541835,56,128.05
17511,541836,45,84.14
17512,541837,92,123.49
17513,541838,325,542.9
17514,541839,200,437.18
17515,541840,1,13.27
17516,541841,81,144.54
17517,541842,95,357.15
17518,541844,128,602.1500000000001
17519,541845,67,526.4799999999999
17520,541846,191,230.53
17521,541847,182,705.95
17522,541848,367,1272.91
17523,541849,79,634.1
17524,541851,52,216.41
17525,541853,53,120.95
17526,541854,67,516.0799999999999
17527,541855,278,1275.61
17528,541856,453,518.26
17529,541857,120,156.2
17530,541858,154,179.66
17531,541859,177,389.25
17532,541860,54,98.01
17533,541862,73,346.62
17536,541830,478,3097.67
17537,541785,14,94.6
17538,541809,463,1379.81
17540,541811,105,861.28
17541,541783,396,503.54
17542,541699,484,176.17
17543,541700,145,118.28
17544,541703,143,126.11
17545,541706,334,69.12
17546,541708,10,12.25
17547,541709,233,366.07
17549,541712,73,396.6
17550,541732,44,53.95
17551,541756,162,55.99000000000001
17552,541782,10,11.12
17553,541784,362,672.54
17554,541788,160,192.23
17555,541791,81,57.65
17556,541792,152,174.28000000000003
17557,541793,212,231.87
17558,541794,56,298.16
17559,541795,131,349.1700000000001
17560,541796,205,248.34
17561,541797,6,73.15
17562,541798,197,207.77
17563,541799,2,27.26
17564,541800,53,145.07
17565,541801,150,102.20000000000002
17566,541810,76,671.4899999999998
17567,541812,152,44.75
17568,541813,226,267.52000000000004
17569,541814,430,72.92
17570,541815,3,27.26
17571,541816,365,913.07
17572,541832,44,151.12999999999997
17574,541655,56,537.5799999999999
17576,541669,172,252.4
17577,541605,60,49.91
17578,541606,56,49.63000000000001
17579,541608,288,22.68
17580,541609,32,68.56
17581,541610,165,35.38
17582,541611,144,27.87
17583,541615,132,219.97
17585,541648,166,408.66
17586,541649,139,147.01999999999998
17587,541652,2,20.38
17588,541657,21,60.57
17589,541658,209,643.24
17590,541659,73,136.26
17591,541660,263,619.9100000000001
17592,541664,100,170.75
17594,541671,112,215.49000000000004
17595,541672,36,70.45
17596,541673,60,38.48
17597,541675,92,93.63
17598,541676,351,386.9
17599,541677,88,65.17
17600,541678,110,287.24999999999994
17601,541679,18,40.22
17603,541681,175,156.44
17604,541682,180,218.51
17605,541683,376,368.1599999999998
17607,541686,117,208.4
17608,541690,20,39.82
17609,541692,10,107.55
17610,541698,146,381.8300000000001
17611,541587,54,216.43
17613,541517,36,23.06
17615,541520,113,134.48
17616,541521,117,89.16
17617,541522,102,279.43
17618,541523,33,352.69999999999993
17619,541524,240,527.34
17620,541525,72,11.34
17621,541530,403,436.97
17623,541564,123,581.9700000000001
17624,541565,45,294.21
17626,541567,383,388.08
17627,541568,66,152.39
17628,541569,316,292.96
17630,541571,133,289.54
17631,541574,266,179.77999999999997
17632,541575,541,387.5
17633,541576,48,302.12
17634,541584,53,628.3899999999999
17635,541585,38,267.00999999999993
17636,541588,310,381.98
17637,541590,234,370.67
17638,541591,308,180.96
17639,541593,235,592.1100000000001
17640,541594,243,161.80999999999997
17641,541595,62,266.8
17643,541597,323,73.64
17644,541602,88,419.9200000000001
17645,541604,182,722.39
17646,541426,4,123.0
17647,541508,68,873.89
17648,541493,459,1165.89
17649,541506,62,618.4299999999998
17650,541516,609,3764.25
17651,541489,357,862.33
17652,541425,144,10.81
17653,541427,60,103.02
17654,541428,53,109.29
17655,541429,278,223.41
17658,541432,49,54.620000000000005
17659,541434,286,116.5
17660,541435,133,155.12
17661,541436,76,73.95
17662,541439,96,55.0
17663,541473,240,93.03
17664,541474,200,24.52
17666,541480,112,98.57
17667,541481,147,227.39
17668,541483,17,118.69
17669,541484,117,157.74
17670,541485,229,1206.8100000000002
17671,541486,99,226.34
17672,541488,518,167.59
17673,541490,61,51.65
17674,541491,291,356.2399999999999
17675,541492,8,113.45
17676,541494,8,84.53999999999999
17677,541495,53,540.92
17678,541496,50,557.22
17680,541500,191,155.4
17681,541504,74,346.75000000000006
17682,541507,27,416.75
17683,541509,106,488.1799999999999
17684,541510,56,370.96
17685,541511,54,258.65000000000003
17686,541513,12,11.53
17687,541282,305,1378.0699999999997
17689,541281,14,196.82
17693,541267,288,354.68
17694,541268,116,354.14000000000004
17695,541269,404,715.3700000000002
17696,541270,27,251.37
17697,541271,204,248.2
17698,541272,31,72.11
17699,541273,94,139.32999999999998
17700,541274,249,418.04999999999984
17701,541275,48,51.34
17702,541276,100,5.97
17703,541277,171,297.86999999999995
17704,541278,52,72.51
17705,541279,356,394.62
17707,541283,146,118.82999999999998
17708,541285,447,374.67
17709,541286,304,365.87
17711,541288,135,97.77
17712,541289,73,512.6999999999999
17713,541290,132,55.34
17714,541291,217,312.73999999999995
17715,541292,133,304.96
17716,541293,145,417.27
17717,541294,96,77.78999999999999
17718,541302,166,249.53
17719,541316,43,85.78
17720,541357,111,100.76
17721,541362,262,206.91
17722,541370,156,201.56
17723,541371,177,437.77
17724,541391,12,10.92
17725,541400,43,35.77
17726,541405,263,263.22
17727,541406,209,833.2400000000002
17728,541407,144,11.34
17729,541408,186,149.91
17730,541409,340,45.58
17731,541410,617,665.7700000000001
17732,541411,5,6.13
17733,541413,129,369.84
17734,541414,101,575.4500000000002
17735,541417,102,583.1800000000001
17736,541420,2,13.27
17737,541253,108,489.14
17738,541238,116,533.2800000000001
17739,541239,492,158.91000000000005
17740,541240,83,297.5
17741,541241,108,472.8799999999999
17742,541242,17,28.020000000000003
17743,541243,48,11.74
17744,541244,78,544.54
17745,541246,12,12.15
17747,541248,7,80.47999999999999
17748,541249,190,223.84
17749,541250,84,74.75999999999999
17750,541251,107,147.69
17751,541252,60,129.29999999999998
17752,541255,1,14.61
17753,541256,347,430.29
17754,541258,127,537.25
17755,541259,102,233.61
17756,541260,74,396.63999999999993
17757,541262,162,934.38
17758,541263,534,247.08000000000004
17759,541264,74,293.73
17760,541265,223,1158.84
17761,541266,398,706.9300000000001
17762,541128,30,309.91
17763,541131,68,768.81
17764,541132,54,619.1299999999999
17766,541127,18,292.36
17767,541221,483,1256.41
17768,541123,281,521.3299999999999
17769,541119,76,73.69
17770,541120,543,488.48
17771,541121,78,128.79
17772,541122,164,252.32
17773,541125,10,13.27
17774,541126,312,247.67
17775,541129,37,334.81000000000006
17776,541130,113,685.91
17777,541133,65,531.1800000000001
17778,541134,368,276.52
17779,541135,78,87.88
17780,541136,98,117.92
17781,541137,156,50.290000000000006
17782,541138,440,426.92
17783,541139,262,223.79
17784,541149,60,39.81
17785,541172,103,114.64
17786,541181,36,37.97
17787,541202,230,223.86
17788,541203,44,49.59
17789,541204,146,221.42
17790,541205,128,557.05
17792,541207,210,190.24
17793,541208,296,124.4
17794,541213,361,847.02
17795,541214,198,426.62
17797,541216,507,322.87
17798,541217,24,53.5
17799,541218,178,100.36
17801,541223,177,824.82
17802,541224,70,142.39999999999998
17803,541225,144,250.86
17804,541226,24,65.4
17805,541227,80,77.33
17806,541228,36,23.06
17807,541236,1,13.68
17808,541124,12,21.47
17809,541043,2,660.62
17810,541001,1,179.37
17813,541113,27,199.54
17814,540993,91,173.45999999999998
17815,540994,560,582.95
17816,541003,155,186.23
17817,541015,75,220.29
17818,541087,25,174.79000000000002
17819,540996,34,69.33000000000001
17820,540997,155,88.66999999999999
17821,540998,194,113.72
17823,541002,135,170.16000000000005
17824,541004,102,127.08
17825,541005,94,355.4
17826,541006,120,252.68
17827,541008,68,61.40999999999999
17828,541010,89,142.35
17829,541011,85,121.04
17830,541012,244,479.84
17831,541013,109,146.22
17832,541014,104,365.15
17833,541018,99,575.64
17834,541021,429,236.36
17835,541038,246,501.41
17836,541086,118,312.28
17837,541088,505,244.02
17838,541091,159,197.29
17839,541093,95,90.18
17840,541094,294,413.78
17841,541103,286,479.91
17842,541105,400,11.94
17843,541106,384,21.94
17844,541107,294,172.29000000000002
17845,541108,72,11.34
17846,541109,2,35.82
17847,541110,198,431.63
17848,541111,176,300.55
17849,541112,187,254.06
17851,541118,1,11.53
17852,541114,16,21.47
17853,540946,144,1507.79
17854,540970,6,214.43
17856,540908,64,59.79
17859,540940,33,254.01999999999995
17860,540849,197,433.08
17861,540851,43,113.87
17862,540855,194,83.96
17863,540856,373,562.64
17864,540857,140,80.86
17865,540858,44,75.74000000000001
17866,540859,181,711.8900000000001
17867,540862,143,105.51
17868,540866,555,124.07000000000002
17869,540900,95,134.97
17870,540906,332,114.28
17871,540915,131,212.28
17872,540939,2,23.02
17873,540943,107,481.78
17874,540945,1,11.12
17875,540947,490,131.41
17876,540951,132,168.02
17877,540953,155,1060.17
17878,540954,47,387.9
17879,540955,82,171.70000000000002
17880,540957,193,398.5700000000001
17881,540968,316,895.6800000000001
17882,540971,586,367.13000000000005
17883,540972,131,95.47
17884,540973,2,35.77
17885,540974,64,23.54
17886,540975,91,365.69
17887,540976,498,599.7900000000001
17888,540979,273,433.0700000000001
17889,540980,121,355.43999999999994
17890,540981,168,289.39
17891,540983,290,70.56
17892,540984,39,258.94
17893,540985,24,46.63
17894,540986,113,378.7699999999999
17895,540990,143,213.9
17896,540991,73,87.94
17897,540992,303,629.5400000000001
17899,540828,24,314.74000000000007
17901,540704,71,255.2
17902,540817,97,258.91
17903,540688,168,35.18
17905,540690,198,157.74999999999997
17907,540692,235,286.17
17908,540697,188,268.76000000000005
17910,540700,238,207.37
17911,540701,348,108.94
17912,540702,81,139.46
17914,540732,328,100.34
17915,540750,90,62.03
17916,540753,12,68.32000000000001
17917,540768,624,112.81
17918,540769,86,94.2
17919,540770,49,111.97
17920,540777,21,49.86
17921,540779,144,219.01
17922,540782,80,111.5
17924,540789,576,11.74
17925,540794,128,107.37
17926,540795,92,203.66
17927,540797,1,18.96
17929,540799,6,25.72
17930,540800,364,67.37
17931,540801,469,399.49
17932,540802,208,70.85
17933,540803,200,745.81
17934,540809,225,204.78
17935,540813,288,691.9000000000001
17937,540816,258,522.92
17939,540819,3,18.4
17940,540822,5,33.01
17941,540823,182,86.55000000000001
17942,540824,120,161.79999999999998
17943,540825,19,44.47
17944,540826,362,366.71
17945,540827,159,396.91
17946,540829,156,44.55
17947,540833,1,5.46
17948,540834,624,504.78
17949,540835,114,85.44999999999999
17950,540836,15,11.12
17951,540838,308,304.20000000000005
17952,540839,129,667.76
17953,540840,45,98.08
17954,540842,48,11.53
17955,540844,38,50.74
17956,540647,515,1904.4700000000005
17957,540653,2,660.62
17958,540681,592,3860.37
17959,540630,19,171.27999999999997
17962,540687,177,371.0700000000001
17964,540552,196,294.84000000000003
17965,540553,242,53.62
17966,540554,81,221.7
17967,540556,100,204.92
17968,540557,96,11.12
17969,540561,260,274.93
17970,540562,389,154.78
17971,540565,40,12.86
17972,540566,82,582.21
17973,540567,249,236.04
17974,540568,246,550.83
17976,540604,386,340.37999999999994
17977,540635,195,256.88
17978,540636,200,11.34
17979,540639,468,249.79
17980,540640,37,331.63
17981,540641,94,232.09000000000003
17982,540642,628,623.96
17983,540644,418,406.2100000000001
17984,540645,522,148.49
17986,540649,317,92.3
17987,540662,136,151.47
17988,540664,87,205.88
17989,540671,163,98.1
17990,540672,518,699.32
17991,540680,365,391.51
17992,540682,150,86.24
17993,540685,5,49.13999999999999
17994,540563,16,21.47
17995,540516,66,454.8299999999999
17996,540511,187,507.27
17997,540498,68,155.26999999999998
17998,540499,90,382.04
17999,540500,72,87.58
18001,540502,400,234.28
18002,540504,67,326.1
18003,540505,143,224.68
18004,540506,73,499.1700000000001
18005,540507,552,83.21
18006,540508,64,184.93
18007,540509,412,644.2900000000002
18008,540510,15,52.02
18009,540512,82,400.16
18010,540513,152,121.9
18011,540514,180,635.94
18012,540515,72,393.22
18013,540517,76,200.66000000000005
18014,540518,58,85.83
18015,540519,228,162.24999999999997
18016,540520,156,596.18
18017,540521,75,96.6
18018,540522,258,198.17
18019,540523,250,425.99
18020,540524,385,621.7699999999999
18021,540525,160,225.6
18022,540526,154,504.48
18023,540528,98,158.87
18024,540529,260,115.13999999999996
18025,540530,238,339.82
18026,540531,56,403.06
18027,540532,37,335.64000000000004
18028,540533,67,269.14
18029,540534,24,22.65
18030,540536,93,329.33000000000004
18031,540537,78,154.25
18032,540538,99,397.3
18033,540539,429,319.92
18034,540540,47,311.36
18035,540541,181,327.04
18036,540542,50,67.13
18037,540543,171,467.88
18038,540544,42,60.83
18039,540545,260,586.23
18040,540546,408,442.12
18041,540547,84,157.52
18042,540548,34,170.89
18043,540404,235,208.82
18044,540420,251,130.99
18045,540410,92,180.55
18048,540412,88,319.78
18049,540399,2,15.02
18050,540401,112,36.08
18051,540402,473,314.58
18053,540406,300,17.91
18054,540407,329,142.52
18055,540408,250,12.86
18056,540409,190,228.15
18057,540411,281,134.61
18058,540413,208,241.73999999999995
18059,540414,410,288.3500000000001
18060,540415,365,631.63
18061,540416,79,112.68
18062,540452,96,13.72
18063,540453,341,256.25000000000006
18064,540454,168,103.68
18065,540455,488,265.64
18066,540456,80,136.37
18067,540457,22,68.78
18069,540459,186,130.0
18070,540460,202,148.87
18071,540461,102,96.23
18072,540462,195,204.85
18073,540463,103,215.86
18075,540465,78,35.919999999999995
18076,540466,72,14.61
18077,540467,222,224.08
18078,540469,626,1218.1899999999998
18079,540471,367,515.04
18080,540472,223,240.31
18081,540473,571,1583.36
18082,540474,4,17.91
18083,540475,70,119.36
18084,540476,1,14.61
18085,540477,404,190.87
18087,540479,90,119.67
18088,540480,363,525.78
18089,540481,94,103.04
18090,540482,147,460.73
18091,540489,199,583.93
18092,540493,118,227.6
18093,540495,2,15.84
18094,540496,187,267.55
18095,540497,8,25.93
18096,540365,177,330.79999999999995
18099,540356,117,768.6599999999999
18100,540265,86,272.33000000000004
18101,540371,71,271.56
18102,540258,212,43.76
18103,540259,366,281.38
18104,540260,344,624.49
18105,540261,536,153.62
18106,540262,147,11.94
18107,540263,184,56.45
